City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,El Alto,PE,-4.2714,-81.2147,80.26,61,36,15.82,scattered clouds
447,Estacion Coahuila,MX,32.1939,-115.0017,59.97,13,7,12.03,clear sky
448,Sobolevo,RU,54.4299,31.8996,2.03,100,77,0.92,broken clouds
449,Hofn,IS,64.2539,-15.2082,28.42,54,20,24.16,few clouds
450,Abalak,RU,58.1286,68.5944,22.26,94,100,6.89,overcast clouds
451,Harper,LR,4.375,-7.7169,82.36,73,74,8.59,broken clouds
452,Port Blair,IN,11.6667,92.75,78.31,81,45,4.47,scattered clouds
453,Yinchuan,CN,38.4681,106.2731,20.23,29,81,6.31,broken clouds
454,Oktyabrskoye,RU,43.0645,44.7417,35.74,93,75,11.18,broken clouds
455,Xining,CN,36.6167,101.7667,16.84,54,95,3.62,overcast clouds
456,Kurchum,KZ,48.5722,83.6542,-11.9,94,15,1.99,few clouds
457,Marrakesh,MA,31.6315,-8.0083,75.27,25,40,3.44,scattered clouds
458,Conakry,GN,9.538,-13.6773,86.07,58,0,9.22,haze
459,Bell Ville,AR,-32.6259,-62.6887,82.18,48,100,6.26,light rain
460,Colesberg,ZA,-30.72,25.0972,68.61,57,18,22.44,few clouds
461,Carroll,US,39.5501,-77.0164,39.92,88,100,1.01,light rain
462,Armidale,AU,-30.5167,151.65,50.81,95,45,8.7,scattered clouds
463,Kariba,ZW,-16.5167,28.8,72.1,88,100,6.44,moderate rain
464,Chivay,PE,-15.6383,-71.6011,58.26,47,90,6.44,overcast clouds
465,Kargopol,RU,61.5071,38.9456,-11.72,100,70,3.33,broken clouds
466,Bonthe,SL,7.5264,-12.505,82.45,65,38,11.88,scattered clouds
467,Quatre Cocos,MU,-20.2078,57.7625,80.1,86,100,16.93,light rain
468,Buchloe,DE,48.0333,10.7333,40.91,79,62,7.0,broken clouds
469,Batagay-Alyta,RU,67.8006,130.4114,-27.31,100,19,2.66,few clouds
470,Kurumkan,RU,54.3,110.3,-6.23,95,100,3.22,overcast clouds
471,Aswan,EG,24.0934,32.907,55.83,35,0,8.99,clear sky
472,Rio Gallegos,AR,-51.6226,-69.2181,59.05,33,0,5.75,clear sky
473,Puerto Escondido,MX,15.85,-97.0667,83.35,55,0,6.85,clear sky
474,Pestovo,RU,58.5938,35.8024,-2.42,100,88,1.43,overcast clouds
475,Vary,UA,48.1221,22.7128,35.56,96,71,4.81,broken clouds
476,Kodiak,US,57.79,-152.4072,31.51,86,100,0.0,overcast clouds
477,Anadyr,RU,64.75,177.4833,-9.72,77,0,6.82,clear sky
478,Nakamura,JP,32.9833,132.9333,39.87,65,40,13.67,scattered clouds
479,Camocim,BR,-2.9022,-40.8411,85.19,66,94,14.65,overcast clouds
480,Ottersberg,DE,53.1,9.15,39.9,97,100,17.07,moderate rain
481,Umm Kaddadah,SD,13.6017,26.6876,66.61,16,7,16.53,clear sky
482,Mesagne,IT,40.5588,17.8083,52.86,71,0,3.44,clear sky
483,East Wenatchee Bench,US,47.4257,-120.2812,37.15,80,75,6.91,broken clouds
484,Bonanza,NI,14.0289,-84.591,84.29,53,43,5.7,scattered clouds
485,Ketchikan,US,55.3422,-131.6461,45.07,93,75,13.8,light rain
486,Toba Tek Singh,PK,30.9743,72.4827,51.06,57,0,7.54,clear sky
487,Lower Burrell,US,40.5531,-79.7573,26.85,90,100,4.0,snow
488,Les Cayes,HT,18.2,-73.75,85.55,52,31,4.68,scattered clouds
489,Itacare,BR,-14.2775,-38.9967,87.69,64,91,8.81,overcast clouds
490,Makakilo City,US,21.3469,-158.0858,68.2,82,0,4.61,clear sky
491,Englewood,US,39.6478,-104.9878,41.99,42,0,1.99,clear sky
492,Terrace,CA,54.5163,-128.6035,39.42,100,100,3.44,light rain
493,Dhule,IN,20.9,74.7833,69.12,21,1,3.6,clear sky
494,Vanavara,RU,60.34,102.2797,-3.35,100,96,3.76,overcast clouds
495,San Quintin,MX,30.4833,-115.95,59.52,23,1,0.76,clear sky
496,Mandera,KE,3.9366,41.867,86.83,15,97,10.51,overcast clouds
497,Kormilovka,RU,55.0026,74.1028,13.75,83,100,10.09,overcast clouds
498,Eminabad,PK,32.0422,74.2594,49.89,90,3,4.23,clear sky
499,Porto Novo,BJ,6.4965,2.6036,84.02,70,3,8.99,clear sky
500,Aksarka,RU,66.5606,67.7975,6.28,97,100,2.3,light snow
501,Ostrovnoy,RU,68.0531,39.5131,4.41,97,86,11.05,overcast clouds
502,Scottsbluff,US,41.8666,-103.6672,36.81,50,0,11.99,clear sky
503,Kasongo-Lunda,CD,-6.4667,16.8167,72.21,90,99,1.66,overcast clouds
504,Balkanabat,TM,39.5108,54.3671,56.82,34,70,0.69,broken clouds
505,Mogadishu,SO,2.0371,45.3438,77.67,86,22,19.6,few clouds
506,Sinjai,ID,-5.1241,120.253,75.47,84,87,4.07,overcast clouds
507,Zyryanka,RU,65.75,150.85,-40.65,100,98,0.65,overcast clouds
508,Joura,IN,26.3411,77.8115,53.11,68,5,4.99,clear sky
509,Kitimat,CA,54.0524,-128.6534,39.9,30,100,6.08,moderate rain
510,Merauke,ID,-8.4667,140.3333,80.92,81,100,12.17,overcast clouds
511,Kannangad,IN,12.3081,75.1063,71.6,82,46,7.09,scattered clouds
512,Hirara,JP,24.8,125.2833,63.46,71,100,26.73,overcast clouds
513,Ixtapa,MX,20.7,-105.2,76.23,57,20,3.44,few clouds
514,Santiago Del Estero,AR,-27.7951,-64.2615,77.31,73,98,15.43,overcast clouds
515,Qaqortoq,GL,60.7167,-46.0333,10.9,75,86,31.9,overcast clouds
516,Sindor,RU,62.8629,51.8905,-6.03,100,95,1.19,overcast clouds
517,Abu Kamal,SY,34.4506,40.9171,53.85,54,83,5.35,broken clouds
518,Tazovskiy,RU,67.4667,78.7,2.97,97,95,5.46,overcast clouds
519,Riviere-Au-Renard,CA,48.9957,-64.3971,14.0,92,100,10.49,light snow
520,Aranda De Duero,ES,41.6704,-3.6892,46.67,64,100,4.54,overcast clouds
521,Iracoubo,GF,5.4802,-53.2011,79.23,81,62,8.86,broken clouds
522,Mitsamiouli,KM,-11.3847,43.2844,81.32,82,78,10.89,light rain
523,Touho,NC,-20.7833,165.2333,79.99,86,92,6.69,light rain
524,Puerto Madryn,AR,-42.7692,-65.0385,66.99,60,98,27.18,overcast clouds
525,Bairiki,KI,1.3292,172.9752,80.6,83,20,9.22,few clouds
526,Halifax,CA,44.6453,-63.5724,34.21,98,100,3.0,light snow
527,Mashhad,IR,36.297,59.6062,48.34,49,20,6.91,few clouds
528,Puerto Ayacucho,VE,5.6639,-67.6236,96.44,34,44,6.53,scattered clouds
529,Canning,IN,22.3189,88.6714,62.62,81,46,8.81,scattered clouds
530,Chipinge,ZW,-20.1883,32.6236,66.63,79,10,3.33,clear sky
531,Henties Bay,NA,-22.116,14.2845,66.85,81,5,10.45,clear sky
532,Hanyang,CN,32.1371,105.5126,40.51,82,100,1.59,overcast clouds
533,Teahupoo,PF,-17.8333,-149.2667,76.96,77,35,14.9,light rain
534,Nyrob,RU,60.733,56.7202,-1.5,99,100,3.67,overcast clouds
535,Satipo,PE,-11.2522,-74.6386,87.82,48,84,3.94,broken clouds
536,Byron Bay,AU,-28.65,153.6167,68.88,62,98,21.14,overcast clouds
537,Abu Dhabi,AE,24.4667,54.3667,68.11,79,0,2.3,clear sky
538,Sandwick,GB,60.0,-1.25,40.82,60,40,32.21,scattered clouds
539,Bilibino,RU,68.0546,166.4372,-9.9,77,0,4.59,clear sky
540,Oloron-Sainte-Marie,FR,43.1944,-0.6107,51.73,92,100,3.09,overcast clouds
541,San Luis,AR,-33.295,-66.3356,81.64,33,40,10.0,scattered clouds
542,Mersing,MY,2.4312,103.8405,82.31,78,94,10.36,overcast clouds
543,Neftekamsk,RU,56.092,54.2703,24.6,92,100,6.8,light snow
544,Smederevska Palanka,RS,44.3655,20.9589,40.21,71,20,6.04,few clouds
545,Fanai,IR,38.517,44.9745,33.15,77,100,2.95,overcast clouds
546,Progreso,MX,21.2833,-89.6667,87.91,56,17,5.19,few clouds
547,Samarai,PG,-10.6167,150.6667,80.89,79,96,7.65,overcast clouds
548,The Valley,AI,18.217,-63.0578,82.26,78,40,14.97,scattered clouds
549,Marawi,PH,7.9986,124.2928,64.65,92,99,2.82,overcast clouds
550,Kitami,JP,43.8031,143.8908,15.12,90,92,5.79,overcast clouds
551,Bongandanga,CD,1.5,21.05,79.39,31,80,2.35,broken clouds
552,Nekhayevskiy,RU,50.4106,41.7561,23.52,95,80,7.07,broken clouds
553,Yar-Sale,RU,66.8333,70.8333,6.94,97,100,3.71,overcast clouds
554,Balikpapan,ID,-1.2675,116.8289,76.19,100,40,4.61,scattered clouds
555,Sal,JO,32.5694,35.9119,47.01,84,61,10.8,broken clouds
556,Aransas Pass,US,27.9095,-97.15,36.01,69,75,14.0,broken clouds
557,Namibe,AO,-15.1961,12.1522,73.99,71,76,9.75,broken clouds
558,Lianzhou,CN,24.7811,112.3825,39.2,91,17,2.93,few clouds
559,Tautira,PF,-17.7333,-149.15,82.42,77,38,14.83,light rain
560,Sovetskiy,RU,61.3614,63.5842,5.16,97,100,2.66,overcast clouds
561,Mukhen,RU,48.1,136.1,-4.81,98,97,2.68,overcast clouds
562,Porto Seguro,BR,-16.4497,-39.0647,84.72,74,40,13.8,scattered clouds
563,Changji,CN,44.0167,87.3167,2.19,85,75,2.24,mist
564,Pringsewu,ID,-5.3582,104.9744,73.36,98,92,4.0,overcast clouds
565,Tilichiki,RU,60.4667,166.1,-7.11,83,85,8.25,overcast clouds
566,Sangin,AF,32.0728,64.8359,48.11,32,1,1.86,clear sky
567,Ibipeba,BR,-11.6408,-42.0111,88.74,34,45,6.11,scattered clouds
568,Mount Pleasant,US,32.7941,-79.8626,78.19,80,20,7.0,few clouds
569,Emba,KZ,48.8264,58.1442,27.37,79,100,18.97,overcast clouds
570,Bowen,AU,-20.0167,148.2333,76.41,83,100,15.19,overcast clouds
571,Basoko,CD,1.2391,23.616,82.65,46,100,3.33,overcast clouds
572,Santa Lucia,ES,27.9117,-15.5407,61.77,60,0,6.91,clear sky
573,Darnah,LY,32.767,22.6367,53.82,65,13,16.17,few clouds
574,Mareeba,AU,-17.0,145.4333,72.32,95,100,0.85,overcast clouds
575,Isla Mujeres,MX,21.2311,-86.731,84.25,67,38,8.68,scattered clouds
576,Vostok,RU,46.4856,135.8833,-11.27,100,100,3.29,overcast clouds
577,Yenagoa,NG,4.9247,6.2642,84.47,63,66,8.59,broken clouds
578,Bonfim,BR,3.0833,-59.95,92.77,38,91,5.59,overcast clouds
579,Carupano,VE,10.6678,-63.2585,83.05,58,1,15.23,clear sky
580,Borogontsy,RU,62.6683,131.1683,-36.94,100,100,0.31,overcast clouds
581,Abha,SA,18.2164,42.5053,58.82,88,0,9.22,clear sky
582,Imeni Poliny Osipenko,RU,52.4201,136.4853,2.05,96,100,4.88,overcast clouds
583,Kautokeino,NO,69.0125,23.0412,11.77,94,100,21.61,light snow
584,Pithiviers,FR,48.1667,2.25,43.83,73,90,12.57,overcast clouds
585,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-9.85,99,87,5.73,overcast clouds
586,Mercedes,AR,-34.6515,-59.4307,85.78,51,83,4.83,moderate rain
587,Sao Gotardo,BR,-19.3111,-46.0489,75.02,76,97,5.73,overcast clouds
588,Orbetello,IT,42.4408,11.2196,54.23,100,91,4.61,overcast clouds
589,Eyl,SO,7.9803,49.8164,73.65,62,7,12.35,clear sky
590,Ulladulla,AU,-35.35,150.4667,65.88,78,78,10.45,broken clouds
591,Haapiti,PF,-17.5667,-149.8667,82.13,72,55,12.28,light rain
592,Uhlove,UA,44.8215,33.6045,31.57,59,100,13.53,overcast clouds
593,Altamira,BR,-3.2033,-52.2064,84.29,74,75,8.05,broken clouds
594,Mecca,SA,21.4267,39.8261,65.95,52,91,15.57,overcast clouds
595,Mpika,ZM,-11.8343,31.4529,59.77,98,100,10.29,overcast clouds
596,Korampallam,IN,8.7667,78.1,77.72,76,3,6.11,clear sky
597,Kropotkin,RU,45.4375,40.5756,32.7,96,100,9.93,overcast clouds
598,Kahului,US,20.8947,-156.47,74.84,72,0,4.61,clear sky
599,Ewa Beach,US,21.3156,-158.0072,71.69,82,0,3.0,clear sky
600,Dedovichi,RU,57.5517,29.9502,9.52,96,64,7.65,broken clouds
601,Ambam,CM,2.3833,11.2833,77.61,64,76,4.79,broken clouds
602,Kashkhatau,RU,43.3185,43.608,30.76,97,100,2.91,snow
603,Talca,CL,-35.4333,-71.6667,87.91,25,5,7.52,clear sky
604,Villamontes,BO,-21.25,-63.5,97.81,32,60,5.95,broken clouds
605,Mlonggo,ID,-6.5333,110.7,78.53,83,84,5.32,moderate rain
606,Cockburn Town,TC,21.4612,-71.1419,80.56,47,40,13.8,scattered clouds
607,Gravdal,NO,68.1214,13.5031,26.49,80,75,10.36,broken clouds
608,Wahpeton,US,46.2652,-96.6059,-1.48,71,0,20.71,clear sky
609,Upata,VE,8.0086,-62.3989,85.6,44,89,4.68,overcast clouds
610,Bay Roberts,CA,47.5999,-53.2648,33.33,93,100,11.99,snow
611,Gaoua,BF,10.2992,-3.2508,87.01,9,6,3.18,clear sky
612,Sambava,MG,-14.2667,50.1667,80.4,79,100,4.03,light rain
613,Aleksandrov Gay,RU,50.147,48.5704,30.78,98,100,3.27,overcast clouds
614,Kostelec Na Hane,CZ,49.514,17.0582,43.39,91,98,1.99,overcast clouds
615,Saldanha,ZA,-33.0117,17.9442,63.36,72,0,21.34,clear sky
616,Evensk,RU,61.95,159.2333,13.69,43,42,19.15,scattered clouds
617,Shingu,JP,33.7333,135.9833,41.92,76,2,10.07,clear sky
618,Renqiu,CN,38.6989,116.0936,23.5,29,0,4.29,clear sky
619,Durazno,UY,-33.4131,-56.5006,83.34,53,55,11.92,broken clouds
620,Egvekinot,RU,66.3167,-179.1667,-2.07,63,0,15.66,clear sky
621,Aktas,KZ,49.7789,72.9608,-2.45,82,1,6.06,clear sky
622,Coquimbo,CL,-29.9533,-71.3436,69.84,69,1,7.83,clear sky
623,Uruzgan,AF,32.8333,66.0,36.09,42,30,6.51,scattered clouds
624,Flinders,AU,-34.5833,150.8552,66.06,79,68,8.01,broken clouds
625,Nemuro,JP,43.3236,145.575,20.44,81,68,10.2,broken clouds
626,Muyezerskiy,RU,63.9333,31.65,11.62,91,100,11.54,overcast clouds
627,Eureka,US,40.8021,-124.1637,48.13,87,91,5.01,overcast clouds
628,Pomabamba,PE,-8.8333,-77.4667,61.32,50,76,4.72,broken clouds
629,Kaeo,NZ,-35.1,173.7833,71.33,96,85,10.11,overcast clouds
630,High Level,CA,58.5169,-117.136,-5.26,98,100,7.34,light snow
631,Puerto Colombia,CO,10.9878,-74.9547,87.89,70,4,23.06,clear sky
632,Ponta Delgada,PT,37.7333,-25.6667,63.5,67,20,11.5,few clouds
633,Sumenep,ID,-7.0167,113.8667,77.63,87,66,6.98,broken clouds
634,Belmonte,BR,-15.8631,-38.8828,84.7,66,91,11.63,overcast clouds
635,Tahta,EG,26.7693,31.5021,55.74,44,8,11.54,clear sky
636,Harnosand,SE,62.6323,17.9379,33.82,89,100,12.33,overcast clouds
637,Khowst,AF,33.3833,69.8833,40.66,42,1,1.95,clear sky
638,Kutahya,TR,39.4242,29.9833,22.95,93,99,1.79,overcast clouds
639,Severo-Yeniseyskiy,RU,60.3725,93.0408,14.85,91,100,10.67,overcast clouds
640,Salvador,SV,13.8333,-88.9167,86.05,28,2,0.96,clear sky
641,Lishui,CN,28.4604,119.9103,37.33,92,84,1.59,broken clouds
642,Juneau,US,58.3019,-134.4197,34.11,94,100,5.75,mist
643,Ulaanbaatar,MN,47.9077,106.8832,-14.67,70,0,0.0,clear sky
644,Ileza,RU,61.0533,43.9002,-8.73,100,66,1.68,broken clouds
645,Tukrah,LY,32.5341,20.5791,53.4,69,6,9.57,clear sky
646,Beira,MZ,-19.8436,34.8389,82.49,83,40,11.5,scattered clouds
647,Ariquemes,BR,-9.9133,-63.0408,85.06,70,100,4.25,overcast clouds
648,Aden,YE,12.7794,45.0367,77.94,55,17,4.12,few clouds
649,Punta Alta,AR,-38.8759,-62.0736,68.77,88,100,17.27,heavy intensity rain
650,Port Shepstone,ZA,-30.7414,30.455,70.7,92,100,12.37,heavy intensity rain
651,Bubaque,GW,11.2833,-15.8333,78.75,70,0,14.05,clear sky
652,Karakol,KG,42.4907,78.3936,12.18,63,64,8.66,broken clouds
653,Sokur,RU,55.2093,83.319,10.99,89,99,12.37,overcast clouds
654,Malino,PH,15.1257,120.6727,77.86,83,55,2.57,broken clouds
655,Wilmington,US,34.2257,-77.9447,75.0,74,20,18.41,few clouds
656,Nouadhibou,MR,20.931,-17.0347,78.78,24,13,6.91,few clouds
657,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,91.6,47,68,4.59,broken clouds
658,Kamenka,RU,51.3223,42.7678,22.75,96,100,8.14,overcast clouds
659,Abnub,EG,27.2696,31.1511,54.88,48,12,10.94,few clouds
660,Hoquiam,US,46.9809,-123.8893,46.99,95,100,12.66,overcast clouds
661,Nyurba,RU,63.2842,118.3319,-27.0,99,58,2.91,broken clouds
662,Kavaratti,IN,10.5669,72.642,79.03,63,78,11.54,broken clouds
663,Moerai,PF,-22.4333,-151.3333,78.06,78,36,17.63,light rain
664,Mayo,US,38.8876,-76.5119,47.55,94,100,8.99,mist
665,Phalombe,MW,-15.8064,35.6507,69.06,89,94,2.84,light rain
666,Ciudad Bolivar,VE,8.1222,-63.5497,93.56,33,46,7.87,scattered clouds
667,Monsummano Terme,IT,43.8704,10.8123,53.56,88,100,1.01,overcast clouds
668,Korla,CN,41.7597,86.1469,27.05,46,100,4.36,overcast clouds
669,Tshikapa,CD,-6.4167,20.8,70.57,91,90,2.01,overcast clouds
